closing_broker,dealteam_portfolio_id_lookup,originator_id_lookup,date,closer,deal_team_portfolio,originator,deal_team,rsa,company,lender_success,type,facility_type,facility_size,lender,invoice_amount,success_fee,lead_source,campaign,partner_introducer,sector,fbx_funding_bay,paid_partner,month,year,quarter,week,deal_count,month_1,close_lead_id
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_04spPFw91ciuZTBlwl0Z6HdlEy4oKNrnfayGUY6G2xI,26/02/2024,Jack Rowe,,Jason Du Preez,False,True,Tarlu Ltd,Lender,New Business,Business Loan (unsecured),"£100,000.00",Purbeck Insurance,£380.00,0.00%,Inbound Call/Enquiry,All Sales July - RLS 3.0,,Logistics and Distribtion,Funding Bay,False,Feb24,2024.0,Q1,9,True,24-02,lead_9tiNZ3T8Nb3OOZRS6mHjj9V8b3uwrP6hjRUossgqOhR
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_4AZ3xmRnC3dVmMyr5vD6LmJ8UqwrzbisbovfBPqxfxe,28/02/2024,Ned Barker,,George Holloway,False,False,Fourth Of March Limited,Lender,Recurring Revenue,Receivables Finance,"£150,000.00",Reward Finance Group,£278.47,0.00%,Partner Referral,,Acpink Limited,Clothing Manufacturer,Funding Bay,False,Feb24,2024.0,Q1,9,True,24-02,lead_9tiNZ3T8Nb3OOZRS6mHjj9V8b3uwrP6hjRUossgqOhR
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_04spPFw91ciuZTBlwl0Z6HdlEy4oKNrnfayGUY6G2xI,28/02/2024,Jack Rowe,,Jason Du Preez,False,True,Belmore UK ltd,Lender,New Business,Business Loan (unsecured),"£120,000.00",Funding Circle Ltd,"£4,810.32",3.00%,Email Campaign Opens,Email Automation,,"Retail: Construction, Professional & Other Private Services materials",Funding Bay,False,Feb24,2024.0,Q1,9,True,24-02,lead_yHSLZvMwGN7ZbCE1mSLUU88GmNzfwl0rnemvsivfpVx
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_04spPFw91ciuZTBlwl0Z6HdlEy4oKNrnfayGUY6G2xI,28/02/2024,Jack Rowe,,Jason Du Preez,False,True,Belmore UK ltd,Success,New Business,Business Loan (unsecured),"£120,000.00",Funding Circle Ltd,"£3,600.00",0.00%,Email Campaign Opens,Email Automation,,"Retail: Construction, Professional & Other Private Services materials",Funding Bay,False,Feb24,2024.0,Q1,9,False,24-02,lead_yHSLZvMwGN7ZbCE1mSLUU88GmNzfwl0rnemvsivfpVx
user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,,user_YcJT8x99H5lv0lhL71jzHvWq8jyEmdeFuV9OKacqOhl,28/02/2024,Mikhail Bolus,,Christian Crowson,True,False,KINETIC ENTERPRISES LIMITED,Success,Existing Business,Business Loan (unsecured),"£405,000.00",Iwoca Ltd,"£6,075.00",0.00%,Outbound Marketing,,,Care,FBX,False,Feb24,2024.0,Q1,9,False,24-02,lead_E12aGsVR1ZOGVc5oiyza0iMmEiwoHmiGhEQlBA0O8hc
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_4zZPEe2XIjFC9sXDepOT9spK694w3p98QtqkWljtyIk,28/02/2024,Jack Rowe,,Liam Clarke,False,True,NORWEST AMBULANCE LIMITED,Lender,New Business,Business Loan (unsecured),"£75,000.00",Fleximize,"£3,750.00",3.00%,Inbound Call/Enquiry,,,Medical,Funding Bay,False,Feb24,2024.0,Q1,9,True,24-02,lead_E12aGsVR1ZOGVc5oiyza0iMmEiwoHmiGhEQlBA0O8hc
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_4zZPEe2XIjFC9sXDepOT9spK694w3p98QtqkWljtyIk,28/02/2024,Jack Rowe,,Liam Clarke,False,True,NORWEST AMBULANCE LIMITED,Success,New Business,Business Loan (unsecured),"£75,000.00",Fleximize,"£2,250.00",0.00%,Inbound Call/Enquiry,,,Medical,Funding Bay,False,Feb24,2024.0,Q1,9,False,24-02,NOT FOUND
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_4AZ3xmRnC3dVmMyr5vD6LmJ8UqwrzbisbovfBPqxfxe,29/02/2024,Joseph Babalola,,George Holloway,False,False,WILLOEDUCATION RECRUIT MENT LTD,Lender,New Business,Business Loan (unsecured),"£5,000.00",Sigma Lending,£400.00,0.00%,Lender Referral,,,Staffing and Recruiting,Funding Bay,False,Feb24,2024.0,Q1,9,True,24-02,lead_XiOSgA9KRYa4Csza3KOsTJnM1qjuEkWNH89QGc1OZJl
user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,user_FsjX6Zv48MAitlOpt9iYttHepCAwTgL7Y58Ryj6QejZ,user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,29/02/2024,Mikhail Bolus,Jordan Shrosbree,Jack Rowe,True,False,Gravitiq LLC,Success,New Business,Business Loan (unsecured),"£750,000.00",Uncapped,"£11,559.87",0.00%,Partner Referral,,Thwaytes Capital Group Ltd,Health and Beauty,FBX,True,Feb24,2024.0,Q1,9,False,24-02,lead_yBjuifpeJLuUw6qbFfpDtTI36VM8XL5UXpFqgjR9jzj
user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,user_FsjX6Zv48MAitlOpt9iYttHepCAwTgL7Y58Ryj6QejZ,user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,29/02/2024,Mikhail Bolus,Jordan Shrosbree,Jack Rowe,True,False,Gravitiq LLC,Lender,New Business,Business Loan (unsecured),"£750,000.00",Uncapped,"£5,535.00",2.00%,Partner Referral,,Thwaytes Capital Group Ltd,Health and Beauty,FBX,True,Feb24,2024.0,Q1,9,True,24-02,lead_nHGsLfhTF0zth0riI8lnqQnFgCTDtVW3JfpDt7wDttk
user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,user_FsjX6Zv48MAitlOpt9iYttHepCAwTgL7Y58Ryj6QejZ,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,2024-12-04T00:00:00+0000,Mikhail Bolus,Jordan Shrosbree,Mikhail Bolus,True,False,Connect Advisory Solutions Limited,Partner Comms,Partner Comms,Business Loan (unsecured),"£40,000.00",Iwoca Ltd,"-£1,000.00",0.00%,Partner Referral,,CFO Centre,Public Administration And Defence; Compulsory Social Security,FBX,True,Dec24,2024.0,Q1,49,False,24-12,lead_nHGsLfhTF0zth0riI8lnqQnFgCTDtVW3JfpDt7wDttk
user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,user_ggWQzmdc2kPlITTVdoHIQ7DTGyeJwiGHTo4ot9z4bTW,user_pRDfhWX13IbLgAesgE42Jd02g9T2Wfmfs8obtVJPQ95,29/02/2024,Mikhail Bolus,Xolani Jelemsi,Chelsey Moore,True,True,Mongas Kids Wear Ltd,Lender,Existing Business,Business Loan (unsecured),"£70,000.00",Iwoca Ltd,"£6,300.00",5.00%,Email Campaign Inbound Enquiry,Manufacturing Mixed Debenture - March 2023,,Wholesale and Retail,FBX,False,Feb24,2024.0,Q1,9,True,24-02,lead_XiOSgA9KRYa4Csza3KOsTJnM1qjuEkWNH89QGc1OZJl
user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,user_ggWQzmdc2kPlITTVdoHIQ7DTGyeJwiGHTo4ot9z4bTW,user_pRDfhWX13IbLgAesgE42Jd02g9T2Wfmfs8obtVJPQ95,29/02/2024,Mikhail Bolus,Xolani Jelemsi,Chelsey Moore,True,True,Mongas Kids Wear Ltd,Success,Existing Business,Business Loan (unsecured),"£70,000.00",Iwoca Ltd,"£3,500.00",0.00%,Email Campaign Inbound Enquiry,Manufacturing Mixed Debenture - March 2023,,Wholesale and Retail,FBX,False,Feb24,2024.0,Q1,9,False,24-02,lead_6GdmRRCptTPTAOssp6iEslm4f7pua4xkAp2O8NLFMOh
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,01/03/2024,Ned Barker,,Mikhail Bolus,False,False,Curated Digital Ltd,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Kriya (MarketFinance),£190.00,0.00%,Partner Referral,GapCap Debenture - October 2022,AF,Marketing,Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,lead_6GdmRRCptTPTAOssp6iEslm4f7pua4xkAp2O8NLFMOh
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_g4cIntIjrUUXJi4ZrW9ITnqlpXY6tNBL8iu6r9Vxjup,01/03/2024,Ned Barker,,Sam Sandhu,False,False,PLANKS CLOTHING LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£100.00,0.00%,Partner Referral,Mixed Invoice Finance - July 2023,AF,Retail,Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,lead_xwTvlXYu9xplmeUqepTRxCGih3bNJcCn9ZWVA9SiTei
user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,01/03/2024,Charles McAllister,,Mikhail Bolus,True,False,Hythe Marine Services LTD,Lender,Recurring Revenue,Receivables Finance,"£1,000,000.00",Bibby Financial Services (UK) Ltd,"£1,200.00",0.00%,Client Referral,,LAURENCE SIMONS INTERNATIONAL RECRUITMENT LIMITED,Marine Services,FBX,False,Mar24,2024.0,Q1,9,True,24-03,lead_xwTvlXYu9xplmeUqepTRxCGih3bNJcCn9ZWVA9SiTei
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,01/03/2024,Ned Barker,,Mikhail Bolus,False,False,DRTY DRINKS LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£206.68,0.00%,Lender Referral,,Julian Hornby,Food and Beverage,Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,NOT FOUND
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_g4cIntIjrUUXJi4ZrW9ITnqlpXY6tNBL8iu6r9Vxjup,01/03/2024,Ned Barker,,Sam Sandhu,False,False,Car Park Systems Limited,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Ultimate Business Finance Ltd,£131.25,0.00%,Email Campaign Calling Data,Ultimate Invoice Finance March 2021,GC,Ventilation,Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,lead_ErRarVyQbD0XLmXbsfmWbPv4DSDw34piAn3NTg7Uffi
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,01/03/2024,Ned Barker,,Labeeq Bassardien,False,False,4 Data Solutions Limited,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Accelerated Payments,£258.18,0.00%,Email Campaign Inbound Enquiry,Just Cashflow - January 2023,,Information and communication,Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,lead_ErRarVyQbD0XLmXbsfmWbPv4DSDw34piAn3NTg7Uffi
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,01/03/2024,Ned Barker,,Ned Barker,False,False,CHAPMAN TATE ASSOCIATES LIMITED,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Lloyds Bank Commercial Finance,£139.86,0.00%,Outbound Marketing,Growth Street,,Professional and Other Private Services,Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,lead_Vwy1bJAbwdXdq1zF6Dc6O6Zfgtvi6LrFa9kZxfpgP0C
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_YcJT8x99H5lv0lhL71jzHvWq8jyEmdeFuV9OKacqOhl,01/03/2024,Ned Barker,,Christian Crowson,False,False,Dmh Interiors Ltd,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£786.60,0.00%,Email Campaign Calling Data,Ultimate Invoice Finance March 2021,,"Construction, Professional & Other Private Services",Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,lead_Vwy1bJAbwdXdq1zF6Dc6O6Zfgtvi6LrFa9kZxfpgP0C
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,01/03/2024,Ned Barker,,Ned Barker,False,False,Doctor Will's Ltd,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Accelerated Payments,£30.95,0.00%,Email Campaign Inbound Enquiry,FSE Debenture - January 2023,,Food and Beverage,Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,lead_XiOSgA9KRYa4Csza3KOsTJnM1qjuEkWNH89QGc1OZJl
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_UDC41hNFQ9Qezv6ziG31iBoSA5lCWVymzYl4rEYHpxg,01/03/2024,Ned Barker,,Josh Ringsell,False,False,DRAINFORCE LIMITED,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",TradePlus24,£145.83,0.00%,Outbound Marketing,,,Engineering,Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,lead_yBjuifpeJLuUw6qbFfpDtTI36VM8XL5UXpFqgjR9jzj
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_4zZPEe2XIjFC9sXDepOT9spK694w3p98QtqkWljtyIk,01/03/2024,Ned Barker,,Liam Clarke,False,False,Electric Southwest LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Triver,£100.00,0.00%,Inbound Call/Enquiry,,,"Construction, Professional & Other Private Services",Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,lead_lXwSUo04iIt0ADEE9jrzMh0Og0dbowZpB5cQ8OoSj2e
user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,01/03/2024,Charles McAllister,,Mikhail Bolus,True,False,Bainbridge International Limited,Lender,Recurring Revenue,Receivables Finance,"£1,000,000.00",IGF Group,£752.51,0.00%,Email Campaign Inbound Enquiry,Mixed Invoice Finance Debenture - May 2023,,Wholesale and Retail,FBX,False,Mar24,2024.0,Q1,9,True,24-03,lead_SkjeNRxDqU8AzXt3ecWGHwAYGhxfj57Ej4wWjV4Nw1g
user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,01/03/2024,Charles McAllister,,Mikhail Bolus,True,False,Carte Blanche Greetings Limited,Lender,Recurring Revenue,Receivables Finance,"£1,000,000.00",Bibby Financial Services (UK) Ltd,"£2,379.03",0.00%,Email Campaign Inbound Enquiry,Bibby Debenture - November 2022,,Information and communication,FBX,False,Mar24,2024.0,Q1,9,True,24-03,lead_SkjeNRxDqU8AzXt3ecWGHwAYGhxfj57Ej4wWjV4Nw1g
user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,,user_UDC41hNFQ9Qezv6ziG31iBoSA5lCWVymzYl4rEYHpxg,01/03/2024,Charles McAllister,,Josh Ringsell,False,False,GOLDSMITH PERSONNEL LIMITED,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",C200 Close Invoice Finance Ltd,£691.56,0.00%,Email Campaign Inbound Enquiry,RLS Bulk Email May 22,,Staffing and Recruiting,FBX,False,Mar24,2024.0,Q1,9,True,24-03,lead_ePzVGf04Fi4dsmk451DcslqzltJHI868hxxN4NmQ57I
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_vmwwxx1Jrn5oABJ6iwIJkSKCiluF1g7KThlf87PErOU,01/03/2024,Ned Barker,,Clayton van Wyk,False,False,JKC (MAINTENANCE) LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Accelerated Payments,£293.36,0.00%,Email Campaign Opens,Skipton Nov 21,,"Construction, Professional & Other Private Services",Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,lead_MabFbZIJQHuiEvrOyxk6yT8ymB7nEWNqSSlSPMrscn1
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,01/03/2024,Ned Barker,,Labeeq Bassardien,False,False,MARKET INTELLIGENCE INTERNATIONAL LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Accelerated Payments,£434.98,0.00%,Email Campaign Inbound Enquiry,GapCap/GrowthLending,,Professional and Other Private Services,Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,lead_IPTJYthjGEIGULElslczu595awE2IBrHBD5NpGaYRW8
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,01/03/2024,Ned Barker,,Ned Barker,False,False,Nuvola Distribution Services Limited,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",ECapital,£739.98,0.00%,Inbound Call/Enquiry,,,Tech Hardware and Software sales,Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,lead_IPTJYthjGEIGULElslczu595awE2IBrHBD5NpGaYRW8
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,01/03/2024,Ned Barker,,Ned Barker,False,False,PALLET WRAP LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Triver,£625.00,0.00%,Outbound Marketing,,,Manufacturing,Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,lead_V9BDe5pDaIvJeOFjrkkV1vzWGyD3PPIxUT6ZxycLcTV
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_04spPFw91ciuZTBlwl0Z6HdlEy4oKNrnfayGUY6G2xI,01/03/2024,Ned Barker,,Jason Du Preez,False,False,Peacocks Medical Group Limited,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",TradePlus24,£126.39,0.00%,Email Campaign Calling Data,Lloyds Invoice Finance - April 2023,,Professional and Other Private Services,Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,lead_V9BDe5pDaIvJeOFjrkkV1vzWGyD3PPIxUT6ZxycLcTV
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_A0SRByoNah8j6aB4YyU4Vh75uAFeKRdP0bTXT9UZS75,01/03/2024,Ned Barker,,Leighton Damons,False,False,THE JOLLY SAVAGE LIMITED,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",TradePlus24,£116.67,0.00%,Call Campaigns,Growth Street,,Information and communication,Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,NOT FOUND
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_AIeXKfEsYMLq8eWXRVZBNYFNe34aqxUwkNPMcuUCzsl,01/03/2024,Ned Barker,,Drew Johnston,False,False,Vision Specialist Contracting Limited,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Lloyds Bank Commercial Finance,£255.73,0.00%,Email Campaign Inbound Enquiry,Bibby Debenture - November 2022,,"Construction, Professional & Other Private Services",Funding Bay,False,Mar24,2024.0,Q1,9,True,24-03,NOT FOUND
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_4AZ3xmRnC3dVmMyr5vD6LmJ8UqwrzbisbovfBPqxfxe,05/03/2024,Ned Barker,,George Holloway,False,False,Fourth Of March Limited,Lender,Recurring Revenue,Receivables Finance,"£150,000.00",Reward Finance Group,£283.49,0.00%,Partner Referral,,Acpink Limited,Clothing Manufacturer,Funding Bay,False,Mar24,2024.0,Q1,10,True,24-03,lead_MabFbZIJQHuiEvrOyxk6yT8ymB7nEWNqSSlSPMrscn1
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,06/03/2024,Joseph Babalola,,Joseph Babalola,False,False,O & G EMPIRE LTD,Lender,New Business,Business Loan (unsecured),"£25,000.00",Sedulo Funding Solutions Limited,"£2,250.00",3.00%,Outbound Marketing,,Gold Synergy Limited,Food and Beverage Manufacturing,Funding Bay,False,Mar24,2024.0,Q1,10,True,24-03,lead_qmECKNolrhbdrK9I8tSKkaKyNlQcBfF1O835jNUKKXU
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,06/03/2024,Joseph Babalola,,Joseph Babalola,False,False,O & G EMPIRE LTD,Success,New Business,Business Loan (unsecured),"£25,000.00",Sedulo Funding Solutions Limited,£750.00,0.00%,Outbound Marketing,,Gold Synergy Limited,Food and Beverage Manufacturing,Funding Bay,False,Mar24,2024.0,Q1,10,False,24-03,lead_vUbspKaftce4EqsBT8j23ulBW8GvNQ0L17qA7AQdmK4
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_WDvL93JXWrGxW56nTE8J0bZb6mCWjaV7BLHxjRiS0II,07/03/2024,Joseph Babalola,,Jilby Botha,False,True,EXTRACELLULAR LTD,Lender,New Business,Business Loan (unsecured),"£150,000.00",Nucleus Cashflow Finance 2 Limited,"£7,500.00",3.00%,Email Campaign Calling Data,GrantTree FBX - October 2022,,Professional and Other Private Services,Funding Bay,False,Mar24,2024.0,Q1,10,True,24-03,lead_vUbspKaftce4EqsBT8j23ulBW8GvNQ0L17qA7AQdmK4
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_WDvL93JXWrGxW56nTE8J0bZb6mCWjaV7BLHxjRiS0II,07/03/2024,Joseph Babalola,,Jilby Botha,False,True,EXTRACELLULAR LTD,Success,New Business,Business Loan (unsecured),"£150,000.00",Nucleus Cashflow Finance 2 Limited,"£4,500.00",0.00%,Email Campaign Calling Data,GrantTree FBX - October 2022,,Professional and Other Private Services,Funding Bay,False,Mar24,2024.0,Q1,10,False,24-03,lead_J0iFe0ZsyhNcOhTYQGGJ9cJ4UcKhlCCiPkTSpnRNsBj
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,08/03/2024,Joseph Babalola,,Labeeq Bassardien,False,True,REINE D'AMOUR LIMITED,Lender,New Business,Business Loan (unsecured),"£25,000.00",Funding Circle Ltd,"£1,625.00",3.00%,Email Campaign Inbound Enquiry,FBX Mixed Debenture Mixed Sectors - Email 1 - Q1 2024. - 2024-02-15T12:02:48ZFebruary 2024,,Wholesale and Retail,Funding Bay,False,Mar24,2024.0,Q1,10,True,24-03,lead_J0iFe0ZsyhNcOhTYQGGJ9cJ4UcKhlCCiPkTSpnRNsBj
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,08/03/2024,Joseph Babalola,,Labeeq Bassardien,False,True,REINE D'AMOUR LIMITED,Success,New Business,Business Loan (unsecured),"£25,000.00",Funding Circle Ltd,£750.00,0.00%,Email Campaign Inbound Enquiry,FBX Mixed Debenture Mixed Sectors - Email 1 - Q1 2024. - 2024-02-15T12:02:48ZFebruary 2024,,Wholesale and Retail,Funding Bay,False,Mar24,2024.0,Q1,10,False,24-03,NOT FOUND
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,08/03/2024,Ned Barker,,Mikhail Bolus,False,False,Remedi Solutions Ltd,Lender,Recurring Revenue,RCF,"£105,185.00",Iwoca Ltd,"£9,466.65",0.00%,Email Campaign Inbound Enquiry,MEIF November 2022,,Public Services,Funding Bay,False,Mar24,2024.0,Q1,10,True,24-03,NOT FOUND
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_3bgluPL6jYOMRoMG5sLuXmJoQtYsizG4WhAyprcHNXj,11/03/2024,Joseph Babalola,,Craig Damons,False,True,SS WEB TECHNOLOGIES LIMITED,Lender,New Business,Business Loan (unsecured),"£74,273.00",Nucleus Cashflow Finance 2 Limited,"£6,684.57",3.00%,PPC,Adwords Recovery Loan May 2021,,IT,Funding Bay,False,Mar24,2024.0,Q1,11,True,24-03,lead_J0iFe0ZsyhNcOhTYQGGJ9cJ4UcKhlCCiPkTSpnRNsBj
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_3bgluPL6jYOMRoMG5sLuXmJoQtYsizG4WhAyprcHNXj,11/03/2024,Joseph Babalola,,Craig Damons,False,True,SS WEB TECHNOLOGIES LIMITED,Success,New Business,Business Loan (unsecured),"£74,273.00",Nucleus Cashflow Finance 2 Limited,"£2,229.00",0.00%,PPC,Adwords Recovery Loan May 2021,,IT,Funding Bay,False,Mar24,2024.0,Q1,11,False,24-03,lead_J0iFe0ZsyhNcOhTYQGGJ9cJ4UcKhlCCiPkTSpnRNsBj
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_4zZPEe2XIjFC9sXDepOT9spK694w3p98QtqkWljtyIk,14/03/2024,Jack Rowe,,Liam Clarke,False,True,Pwm Uk Limited,Lender,New Business,Business Loan (unsecured),"£250,000.00",Iwoca Ltd,"£12,500.00",3.00%,Email Campaign Inbound Enquiry,MarketInvoice & MarketFinance - December 2022,,Professional and Other Private Services,Funding Bay,False,Mar24,2024.0,Q1,11,True,24-03,lead_Lm6k1VAju4LKRKMCuzcGTekUMVT6nIN7Wz7M1hseDNs
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_4zZPEe2XIjFC9sXDepOT9spK694w3p98QtqkWljtyIk,14/03/2024,Jack Rowe,,Liam Clarke,False,True,Pwm Uk Limited,Success,New Business,Business Loan (unsecured),"£250,000.00",Iwoca Ltd,"£7,500.00",0.00%,Email Campaign Inbound Enquiry,MarketInvoice & MarketFinance - December 2022,,Professional and Other Private Services,Funding Bay,False,Mar24,2024.0,Q1,11,False,24-03,lead_Lm6k1VAju4LKRKMCuzcGTekUMVT6nIN7Wz7M1hseDNs
