closing_broker,dealteam_portfolio_id_lookup,originator_id_lookup,date,closer,deal_team_portfolio,originator,deal_team,rsa,company,lender_success,type,facility_type,facility_size,lender,invoice_amount,success_fee,lead_source,campaign,partner_introducer,sector,fbx_funding_bay,paid_partner,month,year,quarter,week,deal_count,month_1,close_lead_id
user_EKzhZnjHefYnlt5xCJK4ERC1Q5Wy9MlFEXSesAgDJSq,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,11/11/2025,Jacob Kwasnica,,Ned Barker,False,False,CAIRN SAFETY TECHNOLOGY LTD,Lender,New Business,Business Loan (unsecured),"£150,000.00",Edinburgh Alternative Finance T/A Lending Crowd,"£6,000.00",0.00%,Email Campaign Inbound Enquiry,Genie Greatest Hits  - October 2025,discovery-form,Manufacturing,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_4AZ3xmRnC3dVmMyr5vD6LmJ8UqwrzbisbovfBPqxfxe,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,23/01/2026,George Holloway,,Ned Barker,False,False,HALO CORPORATE FINANCE LIMITED,Lender,Existing Business,Asset Finance,"£50,000.00",Halo Corporate Finance,"£1,200.00",0.00%,Email Campaign Inbound Enquiry,Q2 Double Dutch - July 2025,Property Finance Choices Ltd,Financial And Insurance Activities,Funding Bay,False,Jan26,2026.0,Q1,4,True,26-01,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_u2pASXAn8pGldt2BKm36Rmv1Ayi6er1g0YXSTMiUb5t,29/01/2026,Joseph Babalola,,Naledi Mayosi,False,True,M TYMON WINDOW CLEANING LTD,Lender,New Business,Business Loan (unsecured),"£10,000.00",Nucleus Cashflow Finance 2 Limited,£900.00,0.00%,Partner Referral,,Property Finance Choices Ltd,Administrative And Support Service Activities,Funding Bay,False,Jan26,2026.0,Q1,5,True,26-01,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_UI0Jvsxr9gpTo0U8lKQLfGqT0c15ooFlzhl1gNj8BlQ,11/11/2025,Ned Barker,,Muhammad Leech,False,False,B R G INTERIM SOLUTIONS LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Investec Capital Solutions Ltd,£244.32,0.00%,Outbound Marketing,,,Administrative And Support Service Activities,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,11/11/2025,Ned Barker,,Labeeq Bassardien,False,False,Better Beverage Company Ltd,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Satago,£120.00,0.00%,Partner Referral,,,Accommodation And Food Service Activities,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_SZho6JjTyM8bmZLA34CGCBjukRo7djJ8fyVyj4JHOD1,11/11/2025,Joseph Babalola,,Ismaa-eel Ockers,False,True,TOM SYKES LIMITED,Success,New Business,Business Loan (unsecured),"£30,000.00",Wayflyer,£900.00,0.00%,Email Campaign Inbound Enquiry,FB - Q2 Onslaught: Lender Offer,,Information And Communication,Funding Bay,False,Nov25,2025.0,Q4,46,False,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_SZho6JjTyM8bmZLA34CGCBjukRo7djJ8fyVyj4JHOD1,11/11/2025,Joseph Babalola,,Ismaa-eel Ockers,False,True,TOM SYKES LIMITED,Lender,New Business,RCF,"£20,000.00",Wayflyer,£360.00,3.00%,Email Campaign Inbound Enquiry,FB - Q2 Onslaught: Lender Offer,,Information And Communication,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,14/11/2025,Margaux de Hennin,Margaux de Hennin,Ned Barker,False,False,A J Webb & Son (Sheffield) Ltd,Lender,Existing Business,Business Loan (unsecured),"£250,000.00",Elect Capital,"£17,500.00",3.00%,Email Campaign Inbound Enquiry,Mixed Debenture Q4 Rampage  - December 2024,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,14/11/2025,Margaux de Hennin,Margaux de Hennin,Ned Barker,False,False,A J Webb & Son (Sheffield) Ltd,Success,Existing Business,Business Loan (unsecured),"£83,000.00",Elect Capital,"£2,520.00",0.00%,Email Campaign Inbound Enquiry,Mixed Debenture Q4 Rampage  - December 2024,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,46,False,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,14/11/2025,Ned Barker,,Charles McAllister,False,False,CALIFORNIA CLASSICS (HULL) LIMITED,Lender,Recurring Revenue,Receivables Finance,"£15,000.00",Seneca,£112.32,0.00%,Email Campaign Inbound Enquiry,,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_WDvL93JXWrGxW56nTE8J0bZb6mCWjaV7BLHxjRiS0II,14/11/2025,Joseph Babalola,,Jilby Botha,False,True,DIRECT CARD SOLUTIONS LIMITED,Lender,New Business,Business Loan (unsecured),"£100,000.00",Iwoca Ltd,"£7,000.00",3.00%,Email Campaign Inbound Enquiry,FB - Q2 GGS Rampage - Professional Services (Outlook),,Financial And Insurance Activities,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_WDvL93JXWrGxW56nTE8J0bZb6mCWjaV7BLHxjRiS0II,14/11/2025,Joseph Babalola,,Jilby Botha,False,True,DIRECT CARD SOLUTIONS LIMITED,Success,New Business,Business Loan (unsecured),"£100,000.00",Iwoca Ltd,"£3,000.00",0.00%,Email Campaign Inbound Enquiry,FB - Q2 GGS Rampage - Professional Services (Outlook),,Financial And Insurance Activities,Funding Bay,False,Nov25,2025.0,Q4,46,False,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,14/11/2025,Ned Barker,,Ned Barker,False,False,Golf Villa Rentals Limited,Lender,Recurring Revenue,Receivables Finance,"£75,000.00",Seneca,£45.50,0.00%,Web Inbound,,,Accommodation And Food Service Activities,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_u2pASXAn8pGldt2BKm36Rmv1Ayi6er1g0YXSTMiUb5t,14/11/2025,Ned Barker,,Naledi Mayosi,False,False,The Bristol Loaf South Ltd,Lender,Recurring Revenue,Receivables Finance,"£150,000.00",Seneca,£243.50,0.00%,Email Campaign Inbound Enquiry,,,Accommodation And Food Service Activities,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_kkYz09e7MimtnFtMLUkXOCP7mVdOw3p5njHe9hUi6Vd,17/11/2025,Joseph Babalola,,Georgia D'Costa,False,False,ASTRID MEDIA PRODUCTIONS LTD,Success,New Business,RCF,"£30,000.00",Wayflyer,£900.00,0.00%,Partner Referral,,Colab-8 Consulting Ltd,"Arts, Entertainment And Recreation",Funding Bay,False,Nov25,2025.0,Q4,47,False,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,17/11/2025,Ned Barker,,Ned Barker,False,False,E-Van Guru Limited,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Lenkie,£65.67,0.00%,Email Campaign Inbound Enquiry,,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,17/11/2025,Charles McAllister,,Ned Barker,False,False,Giles Cooper Entertainment Ltd t/a GCE LIVE,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Lenkie,"£1,701.39",0.00%,Email Campaign Inbound Enquiry,,,"Arts, Entertainment And Recreation",FBX,False,Nov25,2025.0,Q4,47,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_vmwwxx1Jrn5oABJ6iwIJkSKCiluF1g7KThlf87PErOU,17/11/2025,Ned Barker,,Clayton van Wyk,False,False,JKC (MAINTENANCE) LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Accelerated Payments,"£1,668.64",0.00%,Email Campaign Opens,,,Construction,Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_YcJT8x99H5lv0lhL71jzHvWq8jyEmdeFuV9OKacqOhl,17/11/2025,Ned Barker,,Christian Crowson,False,False,KINETIC ENTERPRISES LIMITED,Lender,Recurring Revenue,Receivables Finance,"£350,000.00",Lenkie,£19.73,0.00%,Outbound Marketing,,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_YcJT8x99H5lv0lhL71jzHvWq8jyEmdeFuV9OKacqOhl,17/11/2025,Ned Barker,,Christian Crowson,False,False,TOMOKA CASKS LIMITED,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Lenkie,£182.58,0.00%,Partner Referral,,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,user_SZho6JjTyM8bmZLA34CGCBjukRo7djJ8fyVyj4JHOD1,17/11/2025,Margaux de Hennin,Margaux de Hennin,Ismaa-eel Ockers,False,False,WEDDING RINGS DIRECT LIMITED,Lender,Existing Business,Business Loan (unsecured),"£25,000.00",Elect Capital,"£3,000.00",3.00%,Email Campaign Inbound Enquiry,Ocean - January 2024,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,user_SZho6JjTyM8bmZLA34CGCBjukRo7djJ8fyVyj4JHOD1,17/11/2025,Margaux de Hennin,Margaux de Hennin,Ismaa-eel Ockers,False,False,WEDDING RINGS DIRECT LIMITED,Success,Existing Business,Business Loan (unsecured),"£25,000.00",Elect Capital,£625.00,0.00%,Email Campaign Inbound Enquiry,Ocean - January 2024,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,47,False,25-11,
user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,,user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,17/11/2025,Charles McAllister,,Jack Rowe,False,False,Global Counsel LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Accelerated Payments,"£3,391.79",0.00%,Partner Referral,,,Public Administration And Defence; Compulsory Social Security,FBX,False,Nov25,2025.0,Q4,47,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_kkYz09e7MimtnFtMLUkXOCP7mVdOw3p5njHe9hUi6Vd,17/11/2025,Ned Barker,,Georgia D'Costa,False,False,ALEXANDER WATERWORTH INTERIORS LTD.,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Lenkie,£108.24,0.00%,Client Referral,,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_CYsoRlxQLQ7DWjstrBTzWbwcNRDfYjVkQwhz5Xcn3HB,30/01/2026,Joseph Babalola,,Nikie Jairo,False,True,LRM LANDSCAPING & GROUNDWORKS LTD,Lender,New Business,Business Loan (unsecured),"£30,000.00",Playter,£900.00,3.00%,Partner Referral,,Property Finance Choices Ltd,Administrative And Support Service Activities,Funding Bay,False,Jan26,2026.0,Q1,5,True,26-01,
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,18/11/2025,Jack Rowe,,Jack Rowe,False,False,Trojan Access Ltd,Lender,New Business,Business Loan (unsecured),"£250,000.00",Funding Circle Ltd,"£13,750.00",3.00%,Partner Referral,RLS 3.0  - August 2023,SL Accountancy Services Ltd,Construction,Funding Bay,True,Nov25,2025.0,Q4,47,True,25-11,
user_SE8pdASsvlAEVBC8D1r0bMUhaGqTmGdRhHvZGnJJZfd,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,18/11/2025,Alex Pryor,,Labeeq Bassardien,False,True,Archergas Limited,Lender,New Business,Business Loan (unsecured),"£50,000.00",Maxcap,"£1,500.00",3.00%,Email Campaign Inbound Enquiry,Ocean - January 2024,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_SE8pdASsvlAEVBC8D1r0bMUhaGqTmGdRhHvZGnJJZfd,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,18/11/2025,Alex Pryor,,Labeeq Bassardien,False,True,Archergas Limited,Success,New Business,Business Loan (unsecured),"£50,000.00",Maxcap,"£1,447.50",0.00%,Email Campaign Inbound Enquiry,Ocean - January 2024,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,47,False,25-11,
user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,,user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,18/11/2025,Charles McAllister,,Mikhail Bolus,False,False,Bainbridge International Limited,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",IGF Group,£549.19,0.00%,Email Campaign Inbound Enquiry,,,Wholesale And Retail Trade,FBX,False,Nov25,2025.0,Q4,47,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,18/11/2025,Ned Barker,,Charles McAllister,False,False,MITCHELL AND PEACH LIMITED,Lender,Recurring Revenue,Receivables Finance,"£30,000.00",Triver,£400.00,0.00%,Partner Referral,,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,18/11/2025,Ned Barker,,Margaux de Hennin,False,False,Sfs (Aberdeen) Limited,Lender,Recurring Revenue,Receivables Finance,"£255,000.00",Triver,"£1,920.00",0.00%,Email Campaign Opens,,,Construction,Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,18/11/2025,Ned Barker,,Ned Barker,False,False,1882 Limited,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,"£1,320.00",0.00%,Email Campaign Inbound Enquiry,,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,18/11/2025,Ned Barker,,Ned Barker,False,False,INGLASIA PHARMA SOLUTIONS LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£500.00,0.00%,Email Campaign Inbound Enquiry,,,Administrative And Support Service Activities,Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_UiDwpnbFZkWKZRFpOewwh5Upb2Gu16ZnLBYUbXzfZZ5,19/11/2025,Joseph Babalola,,Adrian Arendse,False,True,OATH HEALTHCARE FRANCHISING LTD,Lender,New Business,Business Loan (unsecured),"£22,000.00",Elect Capital,"£2,820.00",3.00%,Client Referral,,Oath Healthcare Limited,Human Health And Social Work Activities,Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_UiDwpnbFZkWKZRFpOewwh5Upb2Gu16ZnLBYUbXzfZZ5,19/11/2025,Joseph Babalola,,Adrian Arendse,False,True,OATH HEALTHCARE FRANCHISING LTD,Success,New Business,Business Loan (unsecured),"£22,000.00",Elect Capital,£660.00,0.00%,Client Referral,,Oath Healthcare Limited,Human Health And Social Work Activities,Funding Bay,False,Nov25,2025.0,Q4,47,False,25-11,
user_SE8pdASsvlAEVBC8D1r0bMUhaGqTmGdRhHvZGnJJZfd,,user_u2pASXAn8pGldt2BKm36Rmv1Ayi6er1g0YXSTMiUb5t,19/11/2025,Alex Pryor,,Naledi Mayosi,False,True,Aries Medical Services LTd,Lender,New Business,Business Loan (unsecured),"£129,600.00",Iwoca Ltd,"£2,592.00",3.00%,Client Referral,,HEALTH CONNECTIONS PTS LIMITED,Human Health And Social Work Activities,Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_SE8pdASsvlAEVBC8D1r0bMUhaGqTmGdRhHvZGnJJZfd,,user_u2pASXAn8pGldt2BKm36Rmv1Ayi6er1g0YXSTMiUb5t,19/11/2025,Alex Pryor,,Naledi Mayosi,False,True,Aries Medical Services LTd,Success,New Business,Business Loan (unsecured),"£129,600.00",Iwoca Ltd,"£3,888.00",0.00%,Client Referral,,HEALTH CONNECTIONS PTS LIMITED,Human Health And Social Work Activities,Funding Bay,False,Nov25,2025.0,Q4,47,False,25-11,
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,19/11/2025,Jack Rowe,,Jack Rowe,False,False,Trojan Access Ltd,Lender,Existing Business,Business Loan (unsecured),"£80,650.00",Merchant Finance London Limited / mycashline.co.uk,"£7,258.50",3.00%,Partner Referral,RLS 3.0  - August 2023,SL Accountancy Services Ltd,Construction,Funding Bay,True,Nov25,2025.0,Q4,47,True,25-11,
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,19/11/2025,Jack Rowe,,Jack Rowe,False,False,Trojan Access Ltd,Success,Existing Business,Business Loan (unsecured),"£325,000.00",Funding Circle Ltd,"£9,750.00",0.00%,Partner Referral,RLS 3.0  - August 2023,SL Accountancy Services Ltd,Construction,Funding Bay,False,Nov25,2025.0,Q4,47,False,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_1HFI38Xle8O3Q3PbxspUm3Hk4IYpfCF5LnbhaJuV16x,31/07/2025,Joseph Babalola,,Yorim Beukes,False,True,RACHEL'S NAILS & LIFESTYLE LTD,Partner Comms,Partner Comms,Business Loan (unsecured),"£100,000.00",Nucleus Cashflow Finance 2 Limited,"-£3,600.00",0.00%,Partner Referral,,PFC Group Limited,Wholesale And Retail Trade,Funding Bay,True,Jul25,2025.0,Q3,31,False,25-07,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_CYsoRlxQLQ7DWjstrBTzWbwcNRDfYjVkQwhz5Xcn3HB,30/01/2026,Joseph Babalola,,Nikie Jairo,False,True,LRM LANDSCAPING & GROUNDWORKS LTD,Success,New Business,Business Loan (unsecured),"£30,000.00",Playter,£900.00,0.00%,Partner Referral,,Property Finance Choices Ltd,Administrative And Support Service Activities,Funding Bay,False,Jan26,2026.0,Q1,5,False,26-01,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_kkYz09e7MimtnFtMLUkXOCP7mVdOw3p5njHe9hUi6Vd,03/02/2026,Joseph Babalola,,Georgia D'Costa,False,False,RECRUIT BY NATURE LIMITED,Partner comms,Partner comms,Business Loan (unsecured),"£28,993.00",Funding Circle Ltd,-£325.80,3.00%,Partner Referral,,The Team Network,Administrative And Support Service Activities,Funding Bay,True,Feb26,2026.0,Q1,6,False,26-02,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,user_kkYz09e7MimtnFtMLUkXOCP7mVdOw3p5njHe9hUi6Vd,user_0E2AgCwoFRXwV0DiByeuFNvhAbnJXxOBxEB6rwAKc7H,11/03/2026,Joseph Babalola,Georgia D'Costa,Dylan Delilly,False,True,HUDDLETONS LTD,Lender,New Business,Business Loan (unsecured),"£32,000.00",Iwoca Ltd,"£2,400.00",0.00%,Partner Referral,,Property Finance Choices Ltd,Information And Communication,Funding Bay,True,Mar26,2026.0,Q1,11,True,26-03,
user_ScqpQBudpjqKBDm21ABd8xOuiGCVjvGbR6OA21gGFWZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,20/11/2025,Albert Cook,,Ned Barker,False,False,LNC SERVICES LTD,Lender,New Business,Business Loan (unsecured),"£50,000.00",Funding Circle Ltd,"£1,250.00",3.00%,Email Campaign Inbound Enquiry,Genie Greatest Hits  - September 2025,,"Professional, Scientific And Technical Activities",Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_ScqpQBudpjqKBDm21ABd8xOuiGCVjvGbR6OA21gGFWZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,20/11/2025,Albert Cook,,Ned Barker,False,False,LNC SERVICES LTD,Success,New Business,Business Loan (unsecured),"£50,000.00",Funding Circle Ltd,"£1,500.00",0.00%,Email Campaign Inbound Enquiry,Genie Greatest Hits  - September 2025,,"Professional, Scientific And Technical Activities",Funding Bay,False,Nov25,2025.0,Q4,47,False,25-11,
user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,21/11/2025,Margaux de Hennin,Margaux de Hennin,Ned Barker,False,False,Aequitas international limited,Lender,Existing Business,Business Loan (unsecured),"£30,000.00",Capify,"£3,000.00",3.00%,Partner Referral,,AF,"Professional, Scientific And Technical Activities",Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_SE8pdASsvlAEVBC8D1r0bMUhaGqTmGdRhHvZGnJJZfd,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,21/11/2025,Alex Pryor,,Ned Barker,False,False,OHANA MUA LIMITED,Lender,New Business,Property Finance,"£1,980,000.00",LDN,"£9,900.00",0.00%,Email Campaign Inbound Enquiry,GGS Q1 Rampage  - January 2025,,Real Estate Activities,Funding Bay,False,Nov25,2025.0,Q4,47,True,25-11,
user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,24/11/2025,Margaux de Hennin,Margaux de Hennin,Ned Barker,False,False,Aequitas international limited,Success,Existing Business,Business Loan (unsecured),"£30,000.00",Capify,£900.00,0.00%,Partner Referral,,AF,"Professional, Scientific And Technical Activities",Funding Bay,False,Nov25,2025.0,Q4,48,False,25-11,
user_W64RhjfaWO57ilE3dwgqo7r1YvTxKiWL5r9Mabtp4Ph,,user_kkYz09e7MimtnFtMLUkXOCP7mVdOw3p5njHe9hUi6Vd,24/11/2025,Mikhail Bolus,,Georgia D'Costa,True,False,THE HIGHRIDGE GROUP LTD,Engagement/Commitment,Engagement/Commitment,,£0.00,,£500.00,0.00%,Partner Referral,,Connexion CFO,Manufacturing,FBX,False,Nov25,2025.0,Q4,48,False,25-11,
user_eVymoaLSSrrO2hwKrninCdR1JJvnkWlA0pWYvbX4IEj,,user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,24/11/2025,Marsed Hysaj,,Charles McAllister,False,False,IMA SOLUTIONS LIMITED,Lender,New Business,Business Loan (unsecured),"£350,000.00",Funding Circle Ltd,"£19,250.00",3.00%,Web Inbound,Genie Greatest Hits  - October 2025,discovery-form,Construction,Funding Bay,False,Nov25,2025.0,Q4,48,True,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_UiDwpnbFZkWKZRFpOewwh5Upb2Gu16ZnLBYUbXzfZZ5,24/11/2025,Joseph Babalola,,Adrian Arendse,False,True,BEST UK CARE LTD,Lender,New Business,Business Loan (unsecured),"£4,800.00",Iwoca Ltd,£240.00,0.00%,Client Referral,,Caring Focus Limited,Human Health And Social Work Activities,Funding Bay,False,Nov25,2025.0,Q4,48,True,25-11,
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_SZho6JjTyM8bmZLA34CGCBjukRo7djJ8fyVyj4JHOD1,24/11/2025,Jack Rowe,,Ismaa-eel Ockers,False,True,SWECOS STRUCTURAL ALTERATIONS LIMITED,Lender,New Business,Business Loan (unsecured),"£310,935.00",Funding Circle Ltd,"£17,101.42",3.00%,Email Campaign Inbound Enquiry,Q2 Double Dutch - July 2025,,"Construction,Manufacturing",Funding Bay,False,Nov25,2025.0,Q4,48,True,25-11,
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_SZho6JjTyM8bmZLA34CGCBjukRo7djJ8fyVyj4JHOD1,24/11/2025,Jack Rowe,,Ismaa-eel Ockers,False,True,SWECOS STRUCTURAL ALTERATIONS LIMITED,Success,New Business,Business Loan (unsecured),"£310,935.00",Funding Circle Ltd,"£9,328.05",0.00%,Email Campaign Inbound Enquiry,Q2 Double Dutch - July 2025,,"Construction,Manufacturing",Funding Bay,False,Nov25,2025.0,Q4,48,False,25-11,
